Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,224731,-,-,-,32.53,-117.06,-8,58,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,Temperature
2018,1,1,0,0,0,0,15
2018,1,1,0,30,0,0,14.9
2018,1,1,1,0,0,0,14.8
2018,1,1,1,30,0,0,14.700000000000001
2018,1,1,2,0,0,0,14.700000000000001
2018,1,1,2,30,0,0,14.600000000000001
2018,1,1,3,0,0,0,14.5
2018,1,1,3,30,0,0,14.3
2018,1,1,4,0,0,0,14.100000000000001
2018,1,1,4,30,0,0,13.9
2018,1,1,5,0,0,0,13.700000000000001
2018,1,1,5,30,0,0,13.5
2018,1,1,6,0,0,0,13.4
2018,1,1,6,30,0,0,13.8
2018,1,1,7,0,17,165,14.3
2018,1,1,7,30,81,395,15.8
2018,1,1,8,0,160,478,17.400000000000002
2018,1,1,8,30,222,411,18.400000000000002
2018,1,1,9,0,288,408,19.400000000000002
2018,1,1,9,30,383,645,20.3
2018,1,1,10,0,391,471,21.200000000000003
2018,1,1,10,30,398,352,21.6
2018,1,1,11,0,492,601,22
2018,1,1,11,30,529,654,22.3
2018,1,1,12,0,542,705,22.700000000000003
2018,1,1,12,30,468,458,22.6
2018,1,1,13,0,435,444,22.6
2018,1,1,13,30,508,865,21.900000000000002
2018,1,1,14,0,352,341,21.200000000000003
2018,1,1,14,30,299,315,20.400000000000002
2018,1,1,15,0,250,338,19.6
2018,1,1,15,30,144,89,18.6
2018,1,1,16,0,82,27,17.6
2018,1,1,16,30,29,3,17
2018,1,1,17,0,0,0,16.400000000000002
2018,1,1,17,30,0,0,16.1
2018,1,1,18,0,0,0,15.9
2018,1,1,18,30,0,0,15.700000000000001
2018,1,1,19,0,0,0,15.600000000000001
2018,1,1,19,30,0,0,15.5
2018,1,1,20,0,0,0,15.3
2018,1,1,20,30,0,0,15.100000000000001
2018,1,1,21,0,0,0,14.9
2018,1,1,21,30,0,0,14.8
2018,1,1,22,0,0,0,14.8
2018,1,1,22,30,0,0,14.9
2018,1,1,23,0,0,0,15.100000000000001
2018,1,1,23,30,0,0,15.100000000000001
2018,1,2,0,0,0,0,15
2018,1,2,0,30,0,0,14.9
2018,1,2,1,0,0,0,14.700000000000001
2018,1,2,1,30,0,0,14.8
2018,1,2,2,0,0,0,14.9
2018,1,2,2,30,0,0,14.8
2018,1,2,3,0,0,0,14.700000000000001
2018,1,2,3,30,0,0,14.600000000000001
2018,1,2,4,0,0,0,14.600000000000001
2018,1,2,4,30,0,0,14.4
2018,1,2,5,0,0,0,14.3
2018,1,2,5,30,0,0,14.100000000000001
2018,1,2,6,0,0,0,13.8
2018,1,2,6,30,0,0,14.200000000000001
2018,1,2,7,0,13,87,14.600000000000001
2018,1,2,7,30,84,435,16.400000000000002
2018,1,2,8,0,172,610,18.1
2018,1,2,8,30,262,716,19.5
2018,1,2,9,0,347,787,21
2018,1,2,9,30,423,837,22.400000000000002
2018,1,2,10,0,488,876,23.8
2018,1,2,10,30,539,897,24.700000000000003
2018,1,2,11,0,574,909,25.6
2018,1,2,11,30,594,915,26
2018,1,2,12,0,598,915,26.5
2018,1,2,12,30,586,910,26.6
2018,1,2,13,0,557,898,26.6
2018,1,2,13,30,514,879,26.400000000000002
2018,1,2,14,0,456,850,26.1
2018,1,2,14,30,384,807,25.1
2018,1,2,15,0,271,488,24.1
2018,1,2,15,30,159,104,22.400000000000002
2018,1,2,16,0,98,122,20.6
2018,1,2,16,30,39,159,20
2018,1,2,17,0,0,0,19.3
2018,1,2,17,30,0,0,19
2018,1,2,18,0,0,0,18.7
2018,1,2,18,30,0,0,18.6
2018,1,2,19,0,0,0,18.5
2018,1,2,19,30,0,0,18.3
2018,1,2,20,0,0,0,18.1
2018,1,2,20,30,0,0,17.900000000000002
2018,1,2,21,0,0,0,17.7
2018,1,2,21,30,0,0,17.5
2018,1,2,22,0,0,0,17.400000000000002
2018,1,2,22,30,0,0,17.400000000000002
2018,1,2,23,0,0,0,17.3
2018,1,2,23,30,0,0,17.400000000000002
2018,1,3,0,0,0,0,17.5
2018,1,3,0,30,0,0,17.6
2018,1,3,1,0,0,0,17.7
2018,1,3,1,30,0,0,17.6
2018,1,3,2,0,0,0,17.5
2018,1,3,2,30,0,0,17.400000000000002
2018,1,3,3,0,0,0,17.3
2018,1,3,3,30,0,0,17.3
2018,1,3,4,0,0,0,17.2
2018,1,3,4,30,0,0,17.2
2018,1,3,5,0,0,0,17.2
2018,1,3,5,30,0,0,17.2
2018,1,3,6,0,0,0,17.2
2018,1,3,6,30,0,0,17.3
2018,1,3,7,0,5,0,17.5
2018,1,3,7,30,31,0,17.900000000000002
2018,1,3,8,0,57,4,18.400000000000002
2018,1,3,8,30,39,1,19.1
2018,1,3,9,0,42,0,19.700000000000003
2018,1,3,9,30,35,0,20.200000000000003
2018,1,3,10,0,97,3,20.700000000000003
2018,1,3,10,30,196,16,20.900000000000002
2018,1,3,11,0,215,14,21.1
2018,1,3,11,30,305,67,21.3
2018,1,3,12,0,304,74,21.6
2018,1,3,12,30,286,65,21.700000000000003
2018,1,3,13,0,253,40,21.8
2018,1,3,13,30,238,37,21.400000000000002
2018,1,3,14,0,212,35,21
2018,1,3,14,30,154,15,20.400000000000002
2018,1,3,15,0,114,10,19.8
2018,1,3,15,30,63,3,19.3
2018,1,3,16,0,35,1,18.8
2018,1,3,16,30,17,0,18.5
2018,1,3,17,0,0,0,18.2
2018,1,3,17,30,0,0,18.1
2018,1,3,18,0,0,0,17.900000000000002
2018,1,3,18,30,0,0,17.7
2018,1,3,19,0,0,0,17.5
2018,1,3,19,30,0,0,17.3
2018,1,3,20,0,0,0,17.1
2018,1,3,20,30,0,0,16.900000000000002
2018,1,3,21,0,0,0,16.7
2018,1,3,21,30,0,0,16.5
2018,1,3,22,0,0,0,16.3
2018,1,3,22,30,0,0,16.2
2018,1,3,23,0,0,0,16
2018,1,3,23,30,0,0,15.9
2018,1,4,0,0,0,0,15.700000000000001
2018,1,4,0,30,0,0,15.700000000000001
2018,1,4,1,0,0,0,15.700000000000001
2018,1,4,1,30,0,0,15.700000000000001
2018,1,4,2,0,0,0,15.700000000000001
2018,1,4,2,30,0,0,16
2018,1,4,3,0,0,0,16.2
2018,1,4,3,30,0,0,16.400000000000002
2018,1,4,4,0,0,0,16.5
2018,1,4,4,30,0,0,16.6
2018,1,4,5,0,0,0,16.7
2018,1,4,5,30,0,0,16.7
2018,1,4,6,0,0,0,16.7
2018,1,4,6,30,0,0,17
2018,1,4,7,0,15,127,17.2
2018,1,4,7,30,80,410,17.900000000000002
2018,1,4,8,0,165,574,18.7
2018,1,4,8,30,253,680,19.900000000000002
2018,1,4,9,0,337,751,21.200000000000003
2018,1,4,9,30,412,804,22.1
2018,1,4,10,0,478,847,23.1
2018,1,4,10,30,528,869,23.700000000000003
2018,1,4,11,0,563,884,24.200000000000003
2018,1,4,11,30,583,893,24.400000000000002
2018,1,4,12,0,588,896,24.6
2018,1,4,12,30,576,895,24.5
2018,1,4,13,0,550,894,24.5
2018,1,4,13,30,508,877,24.200000000000003
2018,1,4,14,0,451,851,24
2018,1,4,14,30,383,814,23.5
2018,1,4,15,0,304,760,23
2018,1,4,15,30,218,681,21.6
2018,1,4,16,0,130,556,20.200000000000003
2018,1,4,16,30,49,346,19.200000000000003
2018,1,4,17,0,0,0,18.2
2018,1,4,17,30,0,0,17.900000000000002
2018,1,4,18,0,0,0,17.7
2018,1,4,18,30,0,0,17.6
2018,1,4,19,0,0,0,17.400000000000002
2018,1,4,19,30,0,0,17.2
2018,1,4,20,0,0,0,17
2018,1,4,20,30,0,0,16.8
2018,1,4,21,0,0,0,16.5
2018,1,4,21,30,0,0,16.3
2018,1,4,22,0,0,0,16.1
2018,1,4,22,30,0,0,15.9
2018,1,4,23,0,0,0,15.700000000000001
2018,1,4,23,30,0,0,15.600000000000001
2018,1,5,0,0,0,0,15.5
2018,1,5,0,30,0,0,15.5
2018,1,5,1,0,0,0,15.600000000000001
2018,1,5,1,30,0,0,15.600000000000001
2018,1,5,2,0,0,0,15.700000000000001
2018,1,5,2,30,0,0,15.8
2018,1,5,3,0,0,0,15.9
2018,1,5,3,30,0,0,16
2018,1,5,4,0,0,0,16.1
2018,1,5,4,30,0,0,16.2
2018,1,5,5,0,0,0,16.2
2018,1,5,5,30,0,0,16.3
2018,1,5,6,0,0,0,16.3
2018,1,5,6,30,0,0,16.5
2018,1,5,7,0,16,156,16.7
2018,1,5,7,30,84,460,17.7
2018,1,5,8,0,172,624,18.7
2018,1,5,8,30,261,724,19.8
2018,1,5,9,0,346,790,20.900000000000002
2018,1,5,9,30,422,839,21.700000000000003
2018,1,5,10,0,488,877,22.400000000000002
2018,1,5,10,30,539,899,22.900000000000002
2018,1,5,11,0,576,914,23.400000000000002
2018,1,5,11,30,567,806,23.700000000000003
2018,1,5,12,0,508,585,24
2018,1,5,12,30,501,600,24
2018,1,5,13,0,456,499,24.1
2018,1,5,13,30,488,759,23.900000000000002
2018,1,5,14,0,462,851,23.6
2018,1,5,14,30,392,812,23
2018,1,5,15,0,311,754,22.400000000000002
2018,1,5,15,30,223,670,20.900000000000002
2018,1,5,16,0,118,342,19.3
2018,1,5,16,30,40,114,18.3
2018,1,5,17,0,0,0,17.2
2018,1,5,17,30,0,0,17
2018,1,5,18,0,0,0,16.7
2018,1,5,18,30,0,0,16.6
2018,1,5,19,0,0,0,16.5
2018,1,5,19,30,0,0,16.5
2018,1,5,20,0,0,0,16.5
2018,1,5,20,30,0,0,16.7
2018,1,5,21,0,0,0,16.900000000000002
2018,1,5,21,30,0,0,17
2018,1,5,22,0,0,0,17.2
2018,1,5,22,30,0,0,17.2
2018,1,5,23,0,0,0,17.3
2018,1,5,23,30,0,0,17.2
2018,1,6,0,0,0,0,17.1
2018,1,6,0,30,0,0,17.1
2018,1,6,1,0,0,0,17.1
2018,1,6,1,30,0,0,17.1
2018,1,6,2,0,0,0,17.2
2018,1,6,2,30,0,0,17.1
2018,1,6,3,0,0,0,17.1
2018,1,6,3,30,0,0,16.900000000000002
2018,1,6,4,0,0,0,16.7
2018,1,6,4,30,0,0,16.7
2018,1,6,5,0,0,0,16.6
2018,1,6,5,30,0,0,16.5
2018,1,6,6,0,0,0,16.3
2018,1,6,6,30,0,0,16.2
2018,1,6,7,0,6,0,16.2
2018,1,6,7,30,27,0,16.6
2018,1,6,8,0,48,2,17.1
2018,1,6,8,30,120,38,17.8
2018,1,6,9,0,209,103,18.400000000000002
2018,1,6,9,30,210,50,19.3
2018,1,6,10,0,244,55,20.3
2018,1,6,10,30,299,95,20.8
2018,1,6,11,0,326,116,21.3
2018,1,6,11,30,418,348,21.200000000000003
2018,1,6,12,0,452,436,21.200000000000003
2018,1,6,12,30,406,276,21.1
2018,1,6,13,0,376,216,20.900000000000002
2018,1,6,13,30,367,248,20.700000000000003
2018,1,6,14,0,299,173,20.400000000000002
2018,1,6,14,30,210,54,20
2018,1,6,15,0,166,38,19.5
2018,1,6,15,30,106,22,18.7
2018,1,6,16,0,45,2,17.900000000000002
2018,1,6,16,30,23,1,17.2
2018,1,6,17,0,1,0,16.5
2018,1,6,17,30,0,0,16.3
2018,1,6,18,0,0,0,16
2018,1,6,18,30,0,0,16
2018,1,6,19,0,0,0,15.9
2018,1,6,19,30,0,0,16
2018,1,6,20,0,0,0,16
2018,1,6,20,30,0,0,15.9
2018,1,6,21,0,0,0,15.9
2018,1,6,21,30,0,0,15.8
2018,1,6,22,0,0,0,15.8
2018,1,6,22,30,0,0,15.600000000000001
2018,1,6,23,0,0,0,15.5
2018,1,6,23,30,0,0,15.4
2018,1,7,0,0,0,0,15.3
2018,1,7,0,30,0,0,15.3
2018,1,7,1,0,0,0,15.200000000000001
2018,1,7,1,30,0,0,15.200000000000001
2018,1,7,2,0,0,0,15.100000000000001
2018,1,7,2,30,0,0,15.100000000000001
2018,1,7,3,0,0,0,15.100000000000001
2018,1,7,3,30,0,0,15.200000000000001
2018,1,7,4,0,0,0,15.200000000000001
2018,1,7,4,30,0,0,15.100000000000001
2018,1,7,5,0,0,0,15
2018,1,7,5,30,0,0,14.9
2018,1,7,6,0,0,0,14.9
2018,1,7,6,30,0,0,15.3
2018,1,7,7,0,5,0,15.700000000000001
2018,1,7,7,30,43,40,16.6
2018,1,7,8,0,104,58,17.5
2018,1,7,8,30,166,124,18.900000000000002
2018,1,7,9,0,232,171,20.3
2018,1,7,9,30,267,140,21.3
2018,1,7,10,0,397,419,22.3
2018,1,7,10,30,495,688,22.8
2018,1,7,11,0,559,868,23.400000000000002
2018,1,7,11,30,505,628,23.5
2018,1,7,12,0,539,717,23.6
2018,1,7,12,30,534,724,23.3
2018,1,7,13,0,350,314,23
2018,1,7,13,30,261,117,22.700000000000003
2018,1,7,14,0,298,206,22.3
2018,1,7,14,30,316,404,21.700000000000003
2018,1,7,15,0,237,266,21.1
2018,1,7,15,30,103,126,20.3
2018,1,7,16,0,59,5,19.5
2018,1,7,16,30,33,70,19
2018,1,7,17,0,4,34,18.400000000000002
2018,1,7,17,30,0,0,18.1
2018,1,7,18,0,0,0,17.8
2018,1,7,18,30,0,0,17.8
2018,1,7,19,0,0,0,17.7
2018,1,7,19,30,0,0,17.8
2018,1,7,20,0,0,0,17.8
2018,1,7,20,30,0,0,17.8
2018,1,7,21,0,0,0,17.7
2018,1,7,21,30,0,0,17.7
2018,1,7,22,0,0,0,17.6
2018,1,7,22,30,0,0,17.5
2018,1,7,23,0,0,0,17.3
2018,1,7,23,30,0,0,17.2
2018,1,8,0,0,0,0,17
2018,1,8,0,30,0,0,16.900000000000002
2018,1,8,1,0,0,0,16.8
2018,1,8,1,30,0,0,16.7
2018,1,8,2,0,0,0,16.6
2018,1,8,2,30,0,0,16.6
2018,1,8,3,0,0,0,16.6
2018,1,8,3,30,0,0,16.7
2018,1,8,4,0,0,0,16.7
2018,1,8,4,30,0,0,16.7
2018,1,8,5,0,0,0,16.7
2018,1,8,5,30,0,0,16.7
2018,1,8,6,0,0,0,16.8
2018,1,8,6,30,0,0,17.2
2018,1,8,7,0,4,0,17.6
2018,1,8,7,30,20,0,18.5
2018,1,8,8,0,34,0,19.400000000000002
2018,1,8,8,30,33,1,20.200000000000003
2018,1,8,9,0,51,2,21
2018,1,8,9,30,65,1,21.700000000000003
2018,1,8,10,0,131,5,22.3
2018,1,8,10,30,132,4,22.6
2018,1,8,11,0,144,6,22.900000000000002
2018,1,8,11,30,187,17,23
2018,1,8,12,0,243,52,23.200000000000003
2018,1,8,12,30,310,113,23.1
2018,1,8,13,0,258,59,23.1
2018,1,8,13,30,185,50,22.5
2018,1,8,14,0,65,0,22
2018,1,8,14,30,47,0,21
2018,1,8,15,0,11,0,20.1
2018,1,8,15,30,40,0,19.200000000000003
2018,1,8,16,0,32,0,18.3
2018,1,8,16,30,15,0,17.6
2018,1,8,17,0,1,0,17
2018,1,8,17,30,0,0,16.8
2018,1,8,18,0,0,0,16.6
2018,1,8,18,30,0,0,16.6
2018,1,8,19,0,0,0,16.7
2018,1,8,19,30,0,0,16.5
2018,1,8,20,0,0,0,16.400000000000002
2018,1,8,20,30,0,0,16.3
2018,1,8,21,0,0,0,16.3
2018,1,8,21,30,0,0,16.400000000000002
2018,1,8,22,0,0,0,16.5
2018,1,8,22,30,0,0,16.6
2018,1,8,23,0,0,0,16.7
2018,1,8,23,30,0,0,16.7
2018,1,9,0,0,0,0,16.7
2018,1,9,0,30,0,0,16.5
2018,1,9,1,0,0,0,16.400000000000002
2018,1,9,1,30,0,0,16.2
2018,1,9,2,0,0,0,16
2018,1,9,2,30,0,0,15.9
2018,1,9,3,0,0,0,15.9
2018,1,9,3,30,0,0,16
2018,1,9,4,0,0,0,16.2
2018,1,9,4,30,0,0,16.3
2018,1,9,5,0,0,0,16.5
2018,1,9,5,30,0,0,16.3
2018,1,9,6,0,0,0,16.2
2018,1,9,6,30,0,0,15.9
2018,1,9,7,0,6,0,15.700000000000001
2018,1,9,7,30,25,0,15.3
2018,1,9,8,0,23,0,15
2018,1,9,8,30,32,0,14.9
2018,1,9,9,0,30,0,14.700000000000001
2018,1,9,9,30,35,0,14.8
2018,1,9,10,0,96,2,15
2018,1,9,10,30,135,8,15.200000000000001
2018,1,9,11,0,214,23,15.4
2018,1,9,11,30,448,441,15.4
2018,1,9,12,0,518,624,15.4
2018,1,9,12,30,557,757,15.3
2018,1,9,13,0,559,829,15.100000000000001
2018,1,9,13,30,497,735,14.9
2018,1,9,14,0,421,597,14.8
2018,1,9,14,30,176,92,14.600000000000001
2018,1,9,15,0,66,2,14.4
2018,1,9,15,30,76,1,14.100000000000001
2018,1,9,16,0,32,0,13.9
2018,1,9,16,30,16,0,13.8
2018,1,9,17,0,2,0,13.700000000000001
2018,1,9,17,30,0,0,13.5
2018,1,9,18,0,0,0,13.3
2018,1,9,18,30,0,0,13.4
2018,1,9,19,0,0,0,13.4
2018,1,9,19,30,0,0,13.700000000000001
2018,1,9,20,0,0,0,13.9
2018,1,9,20,30,0,0,14
2018,1,9,21,0,0,0,14.100000000000001
2018,1,9,21,30,0,0,14
2018,1,9,22,0,0,0,13.9
2018,1,9,22,30,0,0,13.8
2018,1,9,23,0,0,0,13.600000000000001
2018,1,9,23,30,0,0,13.600000000000001
2018,1,10,0,0,0,0,13.5
2018,1,10,0,30,0,0,13.5
2018,1,10,1,0,0,0,13.4
2018,1,10,1,30,0,0,13.3
2018,1,10,2,0,0,0,13.200000000000001
2018,1,10,2,30,0,0,13.200000000000001
2018,1,10,3,0,0,0,13.100000000000001
2018,1,10,3,30,0,0,13.100000000000001
2018,1,10,4,0,0,0,13.100000000000001
2018,1,10,4,30,0,0,13.200000000000001
2018,1,10,5,0,0,0,13.200000000000001
2018,1,10,5,30,0,0,13.200000000000001
2018,1,10,6,0,0,0,13.200000000000001
2018,1,10,6,30,0,0,13.5
2018,1,10,7,0,10,21,13.700000000000001
2018,1,10,7,30,69,227,13.9
2018,1,10,8,0,144,307,14.100000000000001
2018,1,10,8,30,122,86,14.4
2018,1,10,9,0,106,2,14.600000000000001
2018,1,10,9,30,133,5,14.700000000000001
2018,1,10,10,0,271,45,14.9
2018,1,10,10,30,307,48,15.200000000000001
2018,1,10,11,0,263,22,15.5
2018,1,10,11,30,372,252,15.600000000000001
2018,1,10,12,0,431,338,15.700000000000001
2018,1,10,12,30,288,56,15.700000000000001
2018,1,10,13,0,267,24,15.8
2018,1,10,13,30,296,62,15.8
2018,1,10,14,0,320,198,15.8
2018,1,10,14,30,320,343,15.5
2018,1,10,15,0,260,340,15.200000000000001
2018,1,10,15,30,229,605,14.700000000000001
2018,1,10,16,0,138,452,14.3
2018,1,10,16,30,57,246,14.100000000000001
2018,1,10,17,0,5,23,13.8
2018,1,10,17,30,0,0,13.8
2018,1,10,18,0,0,0,13.700000000000001
2018,1,10,18,30,0,0,13.700000000000001
2018,1,10,19,0,0,0,13.600000000000001
2018,1,10,19,30,0,0,13.600000000000001
2018,1,10,20,0,0,0,13.5
2018,1,10,20,30,0,0,13.5
2018,1,10,21,0,0,0,13.4
2018,1,10,21,30,0,0,13.4
2018,1,10,22,0,0,0,13.3
2018,1,10,22,30,0,0,13.200000000000001
2018,1,10,23,0,0,0,13.100000000000001
2018,1,10,23,30,0,0,13
2018,1,11,0,0,0,0,12.9
2018,1,11,0,30,0,0,12.8
2018,1,11,1,0,0,0,12.600000000000001
2018,1,11,1,30,0,0,12.600000000000001
2018,1,11,2,0,0,0,12.5
2018,1,11,2,30,0,0,12.4
2018,1,11,3,0,0,0,12.4
2018,1,11,3,30,0,0,12.3
2018,1,11,4,0,0,0,12.200000000000001
2018,1,11,4,30,0,0,12
2018,1,11,5,0,0,0,11.8
2018,1,11,5,30,0,0,11.700000000000001
2018,1,11,6,0,0,0,11.600000000000001
2018,1,11,6,30,0,0,12.100000000000001
2018,1,11,7,0,16,132,12.5
2018,1,11,7,30,85,432,13.5
2018,1,11,8,0,174,611,14.5
2018,1,11,8,30,266,718,15.9
2018,1,11,9,0,353,791,17.3
2018,1,11,9,30,432,842,18.5
2018,1,11,10,0,499,882,19.8
2018,1,11,10,30,552,904,20.6
2018,1,11,11,0,590,919,21.400000000000002
2018,1,11,11,30,613,927,22
2018,1,11,12,0,619,930,22.5
2018,1,11,12,30,609,927,22.8
2018,1,11,13,0,583,920,23
2018,1,11,13,30,541,904,22.900000000000002
2018,1,11,14,0,485,880,22.700000000000003
2018,1,11,14,30,415,845,22.1
2018,1,11,15,0,334,794,21.5
2018,1,11,15,30,246,720,19.900000000000002
2018,1,11,16,0,154,604,18.3
2018,1,11,16,30,66,409,17.3
2018,1,11,17,0,7,69,16.400000000000002
2018,1,11,17,30,0,0,16.1
2018,1,11,18,0,0,0,15.8
2018,1,11,18,30,0,0,15.600000000000001
2018,1,11,19,0,0,0,15.3
2018,1,11,19,30,0,0,15.100000000000001
2018,1,11,20,0,0,0,14.9
2018,1,11,20,30,0,0,14.8
2018,1,11,21,0,0,0,14.600000000000001
2018,1,11,21,30,0,0,14.5
2018,1,11,22,0,0,0,14.5
2018,1,11,22,30,0,0,14.5
2018,1,11,23,0,0,0,14.600000000000001
2018,1,11,23,30,0,0,14.8
2018,1,12,0,0,0,0,15
2018,1,12,0,30,0,0,15.100000000000001
2018,1,12,1,0,0,0,15.100000000000001
2018,1,12,1,30,0,0,15
2018,1,12,2,0,0,0,14.9
2018,1,12,2,30,0,0,14.9
2018,1,12,3,0,0,0,14.8
2018,1,12,3,30,0,0,14.700000000000001
2018,1,12,4,0,0,0,14.700000000000001
2018,1,12,4,30,0,0,14.5
2018,1,12,5,0,0,0,14.4
2018,1,12,5,30,0,0,14.200000000000001
2018,1,12,6,0,0,0,14.100000000000001
2018,1,12,6,30,0,0,14.4
2018,1,12,7,0,16,137,14.700000000000001
2018,1,12,7,30,86,457,16.2
2018,1,12,8,0,148,418,17.6
2018,1,12,8,30,170,96,18.8
2018,1,12,9,0,296,432,19.900000000000002
2018,1,12,9,30,432,840,21.3
2018,1,12,10,0,498,873,22.6
2018,1,12,10,30,551,895,23.200000000000003
2018,1,12,11,0,590,910,23.900000000000002
2018,1,12,11,30,613,919,24.200000000000003
2018,1,12,12,0,619,922,24.5
2018,1,12,12,30,609,915,24.6
2018,1,12,13,0,581,896,24.700000000000003
2018,1,12,13,30,540,879,24.400000000000002
2018,1,12,14,0,483,853,24.200000000000003
2018,1,12,14,30,415,818,23.5
2018,1,12,15,0,334,765,22.700000000000003
2018,1,12,15,30,218,414,21
2018,1,12,16,0,111,41,19.3
2018,1,12,16,30,57,227,18.3
2018,1,12,17,0,7,59,17.400000000000002
2018,1,12,17,30,0,0,17.2
2018,1,12,18,0,0,0,17
2018,1,12,18,30,0,0,16.7
2018,1,12,19,0,0,0,16.5
2018,1,12,19,30,0,0,16.3
2018,1,12,20,0,0,0,16.1
2018,1,12,20,30,0,0,16
2018,1,12,21,0,0,0,15.9
2018,1,12,21,30,0,0,15.8
2018,1,12,22,0,0,0,15.700000000000001
2018,1,12,22,30,0,0,15.700000000000001
2018,1,12,23,0,0,0,15.700000000000001
2018,1,12,23,30,0,0,15.600000000000001
2018,1,13,0,0,0,0,15.600000000000001
2018,1,13,0,30,0,0,15.600000000000001
2018,1,13,1,0,0,0,15.600000000000001
2018,1,13,1,30,0,0,15.700000000000001
2018,1,13,2,0,0,0,15.8
2018,1,13,2,30,0,0,15.8
2018,1,13,3,0,0,0,15.9
2018,1,13,3,30,0,0,16
2018,1,13,4,0,0,0,16.1
2018,1,13,4,30,0,0,16.1
2018,1,13,5,0,0,0,16.1
2018,1,13,5,30,0,0,16.1
2018,1,13,6,0,0,0,16
2018,1,13,6,30,0,0,16.400000000000002
2018,1,13,7,0,18,175,16.900000000000002
2018,1,13,7,30,91,503,17.900000000000002
2018,1,13,8,0,184,670,18.900000000000002
2018,1,13,8,30,228,413,20
2018,1,13,9,0,273,271,21
2018,1,13,9,30,369,441,22
2018,1,13,10,0,477,700,23
2018,1,13,10,30,568,923,23.6
2018,1,13,11,0,607,934,24.3
2018,1,13,11,30,629,940,24.5
2018,1,13,12,0,635,938,24.8
2018,1,13,12,30,625,935,24.900000000000002
2018,1,13,13,0,598,926,25
2018,1,13,13,30,556,909,24.900000000000002
2018,1,13,14,0,498,882,24.700000000000003
2018,1,13,14,30,427,845,24
2018,1,13,15,0,345,791,23.400000000000002
2018,1,13,15,30,245,586,21.8
2018,1,13,16,0,160,594,20.3
2018,1,13,16,30,68,346,19.400000000000002
2018,1,13,17,0,6,33,18.5
2018,1,13,17,30,0,0,18.3
2018,1,13,18,0,0,0,18
2018,1,13,18,30,0,0,17.7
2018,1,13,19,0,0,0,17.5
2018,1,13,19,30,0,0,17.3
2018,1,13,20,0,0,0,17.1
2018,1,13,20,30,0,0,16.900000000000002
2018,1,13,21,0,0,0,16.8
2018,1,13,21,30,0,0,16.7
2018,1,13,22,0,0,0,16.6
2018,1,13,22,30,0,0,16.400000000000002
2018,1,13,23,0,0,0,16.2
2018,1,13,23,30,0,0,16
2018,1,14,0,0,0,0,15.700000000000001
2018,1,14,0,30,0,0,15.5
2018,1,14,1,0,0,0,15.4
2018,1,14,1,30,0,0,15.4
2018,1,14,2,0,0,0,15.4
2018,1,14,2,30,0,0,15.4
2018,1,14,3,0,0,0,15.4
2018,1,14,3,30,0,0,15.3
2018,1,14,4,0,0,0,15.200000000000001
2018,1,14,4,30,0,0,14.9
2018,1,14,5,0,0,0,14.600000000000001
2018,1,14,5,30,0,0,14.600000000000001
2018,1,14,6,0,0,0,14.5
2018,1,14,6,30,0,0,15.200000000000001
2018,1,14,7,0,10,1,15.9
2018,1,14,7,30,50,7,17.1
2018,1,14,8,0,92,13,18.2
2018,1,14,8,30,179,135,18.8
2018,1,14,9,0,247,167,19.3
2018,1,14,9,30,263,93,19.8
2018,1,14,10,0,354,220,20.3
2018,1,14,10,30,429,337,20.8
2018,1,14,11,0,462,396,21.200000000000003
2018,1,14,11,30,507,513,21.5
2018,1,14,12,0,536,582,21.8
2018,1,14,12,30,599,817,21.8
2018,1,14,13,0,468,378,21.8
2018,1,14,13,30,461,506,21.400000000000002
2018,1,14,14,0,456,671,21
2018,1,14,14,30,407,724,20.5
2018,1,14,15,0,296,482,19.900000000000002
2018,1,14,15,30,244,564,19.1
2018,1,14,16,0,142,295,18.3
2018,1,14,16,30,59,50,17.8
2018,1,14,17,0,6,1,17.400000000000002
2018,1,14,17,30,0,0,17.1
2018,1,14,18,0,0,0,16.900000000000002
2018,1,14,18,30,0,0,16.7
2018,1,14,19,0,0,0,16.6
2018,1,14,19,30,0,0,16.1
2018,1,14,20,0,0,0,15.700000000000001
2018,1,14,20,30,0,0,15.9
