timestamp,actual_pv_mw,forecast_pv_mw
2006-07-16 19:00:00,0.0,0.6039570569992065
2006-07-16 19:15:00,0.0,0.6039570569992065
2006-07-16 19:30:00,0.0,0.6039570569992065
2006-07-16 19:45:00,0.0,0.6039570569992065
2006-07-16 20:00:00,0.0,0.603863000869751
2006-07-16 20:15:00,0.0,0.603863000869751
2006-07-16 20:30:00,0.0,0.603863000869751
2006-07-16 20:45:00,0.0,0.5856878161430359
2006-07-16 21:00:00,0.0,0.5856878161430359
2006-07-16 21:15:00,0.0,0.5856878161430359
2006-07-16 21:30:00,0.0,0.5841392278671265
2006-07-16 21:45:00,0.0,0.5841392278671265
2006-07-16 22:00:00,0.0,0.5841392278671265
2006-07-16 22:15:00,0.0,0.5841392278671265
2006-07-16 22:30:00,0.0,0.5841392278671265
2006-07-16 22:45:00,0.0,0.5713169574737549
2006-07-16 23:00:00,0.0,0.5713169574737549
2006-07-16 23:15:00,0.0,0.5713169574737549
2006-07-16 23:30:00,0.0,0.5841392278671265
2006-07-16 23:45:00,0.0,0.5841392278671265
